ano,escola,tipo,jurado_1,jurado_2,jurado_3,jurado_4
1968,Independentes do Leblon,ALEGORIAS E ADEREÇOS,5.0,,,
1968,Estácio de Sá,ALEGORIAS E ADEREÇOS,6.0,,,
1968,Unidos de Lucas,ALEGORIAS E ADEREÇOS,7.0,,,
1968,Unidos de Vila Isabel,ALEGORIAS E ADEREÇOS,5.0,,,
1968,Portela,ALEGORIAS E ADEREÇOS,10.0,,,
1968,Estação Primeira de Mangueira,ALEGORIAS E ADEREÇOS,8.0,,,
1968,Acadêmicos do Salgueiro,ALEGORIAS E ADEREÇOS,7.0,,,
1968,Império da Tijuca,ALEGORIAS E ADEREÇOS,1.0,,,
1968,Império Serrano,ALEGORIAS E ADEREÇOS,10.0,,,
1968,Mocidade Independente de Padre Miguel,ALEGORIAS E ADEREÇOS,10.0,,,
1968,Independentes do Leblon,BATERIA,6.0,,,
1968,Estácio de Sá,BATERIA,7.0,,,
1968,Unidos de Lucas,BATERIA,8.0,,,
1968,Unidos de Vila Isabel,BATERIA,7.0,,,
1968,Portela,BATERIA,9.0,,,
1968,Estação Primeira de Mangueira,BATERIA,10.0,,,
1968,Acadêmicos do Salgueiro,BATERIA,10.0,,,
1968,Império da Tijuca,BATERIA,6.0,,,
1968,Império Serrano,BATERIA,10.0,,,
1968,Mocidade Independente de Padre Miguel,BATERIA,10.0,,,
1968,Independentes do Leblon,COMISSÃO DE FRENTE,5.0,,,
1968,Estácio de Sá,COMISSÃO DE FRENTE,7.0,,,
1968,Unidos de Lucas,COMISSÃO DE FRENTE,10.0,,,
1968,Unidos de Vila Isabel,COMISSÃO DE FRENTE,3.0,,,
1968,Portela,COMISSÃO DE FRENTE,9.0,,,
1968,Estação Primeira de Mangueira,COMISSÃO DE FRENTE,10.0,,,
1968,Acadêmicos do Salgueiro,COMISSÃO DE FRENTE,9.0,,,
1968,Império da Tijuca,COMISSÃO DE FRENTE,3.0,,,
1968,Império Serrano,COMISSÃO DE FRENTE,10.0,,,
1968,Mocidade Independente de Padre Miguel,COMISSÃO DE FRENTE,7.0,,,
1968,Independentes do Leblon,CONJUNTO,3.0,,,
1968,Estácio de Sá,CONJUNTO,4.0,,,
1968,Unidos de Lucas,CONJUNTO,4.0,,,
1968,Unidos de Vila Isabel,CONJUNTO,4.0,,,
1968,Portela,CONJUNTO,4.0,,,
1968,Estação Primeira de Mangueira,CONJUNTO,10.0,,,
1968,Acadêmicos do Salgueiro,CONJUNTO,5.0,,,
1968,Império da Tijuca,CONJUNTO,2.0,,,
1968,Império Serrano,CONJUNTO,7.0,,,
1968,Mocidade Independente de Padre Miguel,CONJUNTO,2.0,,,
1968,Independentes do Leblon,DESFILE NÃO INTERROMPIDO,3.0,1.0,4.0,
1968,Estácio de Sá,DESFILE NÃO INTERROMPIDO,4.0,2.0,4.0,
1968,Unidos de Lucas,DESFILE NÃO INTERROMPIDO,5.0,3.0,5.0,
1968,Unidos de Vila Isabel,DESFILE NÃO INTERROMPIDO,4.0,1.0,4.0,
1968,Portela,DESFILE NÃO INTERROMPIDO,5.0,5.0,5.0,
1968,Estação Primeira de Mangueira,DESFILE NÃO INTERROMPIDO,5.0,4.0,5.0,
1968,Acadêmicos do Salgueiro,DESFILE NÃO INTERROMPIDO,5.0,3.0,5.0,
1968,Império da Tijuca,DESFILE NÃO INTERROMPIDO,4.0,1.0,4.0,
1968,Império Serrano,DESFILE NÃO INTERROMPIDO,5.0,5.0,5.0,
1968,Mocidade Independente de Padre Miguel,DESFILE NÃO INTERROMPIDO,4.0,4.0,4.0,
1968,Independentes do Leblon,ENREDO,2.0,,,
1968,Estácio de Sá,ENREDO,3.0,,,
1968,Unidos de Lucas,ENREDO,6.0,,,
1968,Unidos de Vila Isabel,ENREDO,6.0,,,
1968,Portela,ENREDO,5.0,,,
1968,Estação Primeira de Mangueira,ENREDO,5.0,,,
1968,Acadêmicos do Salgueiro,ENREDO,9.0,,,
1968,Império da Tijuca,ENREDO,4.0,,,
1968,Império Serrano,ENREDO,8.0,,,
1968,Mocidade Independente de Padre Miguel,ENREDO,3.0,,,
1968,Independentes do Leblon,EVOLUÇÃO,3.0,,,
1968,Estácio de Sá,EVOLUÇÃO,4.0,,,
1968,Unidos de Lucas,EVOLUÇÃO,4.0,,,
1968,Unidos de Vila Isabel,EVOLUÇÃO,4.0,,,
1968,Portela,EVOLUÇÃO,4.0,,,
1968,Estação Primeira de Mangueira,EVOLUÇÃO,10.0,,,
1968,Acadêmicos do Salgueiro,EVOLUÇÃO,5.0,,,
1968,Império da Tijuca,EVOLUÇÃO,2.0,,,
1968,Império Serrano,EVOLUÇÃO,7.0,,,
1968,Mocidade Independente de Padre Miguel,EVOLUÇÃO,2.0,,,
1968,Independentes do Leblon,FANTASIA,5.0,,,
1968,Estácio de Sá,FANTASIA,7.0,,,
1968,Unidos de Lucas,FANTASIA,10.0,,,
1968,Unidos de Vila Isabel,FANTASIA,3.0,,,
1968,Portela,FANTASIA,8.0,,,
1968,Estação Primeira de Mangueira,FANTASIA,10.0,,,
1968,Acadêmicos do Salgueiro,FANTASIA,9.0,,,
1968,Império da Tijuca,FANTASIA,3.0,,,
1968,Império Serrano,FANTASIA,10.0,,,
1968,Mocidade Independente de Padre Miguel,FANTASIA,7.0,,,
1968,Independentes do Leblon,HARMONIA,4.0,,,
1968,Estácio de Sá,HARMONIA,6.0,,,
1968,Unidos de Lucas,HARMONIA,7.0,,,
1968,Unidos de Vila Isabel,HARMONIA,8.0,,,
1968,Portela,HARMONIA,7.0,,,
1968,Estação Primeira de Mangueira,HARMONIA,10.0,,,
1968,Acadêmicos do Salgueiro,HARMONIA,10.0,,,
1968,Império da Tijuca,HARMONIA,5.0,,,
1968,Império Serrano,HARMONIA,9.0,,,
1968,Mocidade Independente de Padre Miguel,HARMONIA,7.0,,,
1968,Independentes do Leblon,LETRA,2.0,,,
1968,Estácio de Sá,LETRA,5.0,,,
1968,Unidos de Lucas,LETRA,7.0,,,
1968,Unidos de Vila Isabel,LETRA,7.0,,,
1968,Portela,LETRA,5.0,,,
1968,Estação Primeira de Mangueira,LETRA,8.0,,,
1968,Acadêmicos do Salgueiro,LETRA,9.0,,,
1968,Império da Tijuca,LETRA,5.0,,,
1968,Império Serrano,LETRA,5.0,,,
1968,Mocidade Independente de Padre Miguel,LETRA,3.0,,,
1968,Independentes do Leblon,MELODIA,3.0,,,
1968,Estácio de Sá,MELODIA,5.0,,,
1968,Unidos de Lucas,MELODIA,6.0,,,
1968,Unidos de Vila Isabel,MELODIA,8.0,,,
1968,Portela,MELODIA,7.0,,,
1968,Estação Primeira de Mangueira,MELODIA,10.0,,,
1968,Acadêmicos do Salgueiro,MELODIA,8.0,,,
1968,Império da Tijuca,MELODIA,3.0,,,
1968,Império Serrano,MELODIA,8.0,,,
1968,Mocidade Independente de Padre Miguel,MELODIA,8.0,,,
1968,Independentes do Leblon,MESTRE-SALA,7.0,,,
1968,Estácio de Sá,MESTRE-SALA,8.0,,,
1968,Unidos de Lucas,MESTRE-SALA,9.0,,,
1968,Unidos de Vila Isabel,MESTRE-SALA,6.0,,,
1968,Portela,MESTRE-SALA,10.0,,,
1968,Estação Primeira de Mangueira,MESTRE-SALA,10.0,,,
1968,Acadêmicos do Salgueiro,MESTRE-SALA,9.0,,,
1968,Império da Tijuca,MESTRE-SALA,8.0,,,
1968,Império Serrano,MESTRE-SALA,10.0,,,
1968,Mocidade Independente de Padre Miguel,MESTRE-SALA,5.0,,,
1968,Independentes do Leblon,PORTA-BANDEIRA,7.0,,,
1968,Estácio de Sá,PORTA-BANDEIRA,7.0,,,
1968,Unidos de Lucas,PORTA-BANDEIRA,8.0,,,
1968,Unidos de Vila Isabel,PORTA-BANDEIRA,6.0,,,
1968,Portela,PORTA-BANDEIRA,10.0,,,
1968,Estação Primeira de Mangueira,PORTA-BANDEIRA,10.0,,,
1968,Acadêmicos do Salgueiro,PORTA-BANDEIRA,9.0,,,
1968,Império da Tijuca,PORTA-BANDEIRA,5.0,,,
1968,Império Serrano,PORTA-BANDEIRA,10.0,,,
1968,Mocidade Independente de Padre Miguel,PORTA-BANDEIRA,6.0,,,
1969,Imperatriz Leopoldinense,ALEGORIAS,5.0,,,
1969,Em Cima da Hora,ALEGORIAS,5.0,,,
1969,Estação Primeira de Mangueira,ALEGORIAS,9.0,,,
1969,Portela,ALEGORIAS,7.0,,,
1969,Unidos de Lucas,ALEGORIAS,7.0,,,
1969,Estácio de Sá,ALEGORIAS,7.0,,,
1969,Império Serrano,ALEGORIAS,6.0,,,
1969,Acadêmicos do Salgueiro,ALEGORIAS,10.0,,,
1969,Unidos de Vila Isabel,ALEGORIAS,4.0,,,
1969,Mocidade Independente de Padre Miguel,ALEGORIAS,4.0,,,
1969,Imperatriz Leopoldinense,BATERIA,6.0,,,
1969,Em Cima da Hora,BATERIA,4.0,,,
1969,Estação Primeira de Mangueira,BATERIA,5.0,,,
1969,Portela,BATERIA,8.0,,,
1969,Unidos de Lucas,BATERIA,7.0,,,
1969,Estácio de Sá,BATERIA,9.0,,,
1969,Império Serrano,BATERIA,6.0,,,
1969,Acadêmicos do Salgueiro,BATERIA,6.0,,,
1969,Unidos de Vila Isabel,BATERIA,9.0,,,
1969,Mocidade Independente de Padre Miguel,BATERIA,10.0,,,
1969,Imperatriz Leopoldinense,COMISSÃO DE FRENTE,7.0,,,
1969,Em Cima da Hora,COMISSÃO DE FRENTE,10.0,,,
1969,Estação Primeira de Mangueira,COMISSÃO DE FRENTE,10.0,,,
1969,Portela,COMISSÃO DE FRENTE,10.0,,,
1969,Unidos de Lucas,COMISSÃO DE FRENTE,7.0,,,
1969,Estácio de Sá,COMISSÃO DE FRENTE,8.0,,,
1969,Império Serrano,COMISSÃO DE FRENTE,10.0,,,
1969,Acadêmicos do Salgueiro,COMISSÃO DE FRENTE,10.0,,,
1969,Unidos de Vila Isabel,COMISSÃO DE FRENTE,10.0,,,
1969,Mocidade Independente de Padre Miguel,COMISSÃO DE FRENTE,8.0,,,
1969,Imperatriz Leopoldinense,CONJUNTO,5.0,,,
1969,Em Cima da Hora,CONJUNTO,6.0,,,
1969,Estação Primeira de Mangueira,CONJUNTO,9.0,,,
1969,Portela,CONJUNTO,9.0,,,
1969,Unidos de Lucas,CONJUNTO,6.0,,,
1969,Estácio de Sá,CONJUNTO,7.0,,,
1969,Império Serrano,CONJUNTO,9.0,,,
1969,Acadêmicos do Salgueiro,CONJUNTO,10.0,,,
1969,Unidos de Vila Isabel,CONJUNTO,7.0,,,
1969,Mocidade Independente de Padre Miguel,CONJUNTO,6.0,,,
1969,Imperatriz Leopoldinense,DESFILE NÃO INTERROMPIDO,2.0,4.0,3.0,
1969,Em Cima da Hora,DESFILE NÃO INTERROMPIDO,2.0,4.0,3.0,
1969,Estação Primeira de Mangueira,DESFILE NÃO INTERROMPIDO,5.0,5.0,5.0,
1969,Portela,DESFILE NÃO INTERROMPIDO,3.0,5.0,5.0,
1969,Unidos de Lucas,DESFILE NÃO INTERROMPIDO,4.0,3.0,3.0,
1969,Estácio de Sá,DESFILE NÃO INTERROMPIDO,3.0,2.0,3.0,
1969,Império Serrano,DESFILE NÃO INTERROMPIDO,3.0,4.0,5.0,
1969,Acadêmicos do Salgueiro,DESFILE NÃO INTERROMPIDO,5.0,5.0,5.0,
1969,Unidos de Vila Isabel,DESFILE NÃO INTERROMPIDO,5.0,5.0,3.0,
1969,Mocidade Independente de Padre Miguel,DESFILE NÃO INTERROMPIDO,2.0,5.0,4.0,
1969,Imperatriz Leopoldinense,ENREDO,9.0,,,
1969,Em Cima da Hora,ENREDO,8.0,,,
1969,Estação Primeira de Mangueira,ENREDO,9.0,,,
1969,Portela,ENREDO,9.0,,,
1969,Unidos de Lucas,ENREDO,8.0,,,
1969,Estácio de Sá,ENREDO,9.0,,,
1969,Império Serrano,ENREDO,10.0,,,
1969,Acadêmicos do Salgueiro,ENREDO,10.0,,,
1969,Unidos de Vila Isabel,ENREDO,9.0,,,
1969,Mocidade Independente de Padre Miguel,ENREDO,9.0,,,
1969,Imperatriz Leopoldinense,EVOLUÇÃO,7.0,,,
1969,Em Cima da Hora,EVOLUÇÃO,6.0,,,
1969,Estação Primeira de Mangueira,EVOLUÇÃO,9.0,,,
1969,Portela,EVOLUÇÃO,9.0,,,
1969,Unidos de Lucas,EVOLUÇÃO,5.0,,,
1969,Estácio de Sá,EVOLUÇÃO,5.0,,,
1969,Império Serrano,EVOLUÇÃO,8.0,,,
1969,Acadêmicos do Salgueiro,EVOLUÇÃO,10.0,,,
1969,Unidos de Vila Isabel,EVOLUÇÃO,6.0,,,
1969,Mocidade Independente de Padre Miguel,EVOLUÇÃO,6.0,,,
1969,Imperatriz Leopoldinense,FANTASIA,6.0,,,
1969,Em Cima da Hora,FANTASIA,10.0,,,
1969,Estação Primeira de Mangueira,FANTASIA,10.0,,,
1969,Portela,FANTASIA,10.0,,,
1969,Unidos de Lucas,FANTASIA,7.0,,,
1969,Estácio de Sá,FANTASIA,9.0,,,
1969,Império Serrano,FANTASIA,10.0,,,
1969,Acadêmicos do Salgueiro,FANTASIA,10.0,,,
1969,Unidos de Vila Isabel,FANTASIA,9.0,,,
1969,Mocidade Independente de Padre Miguel,FANTASIA,8.0,,,
1969,Imperatriz Leopoldinense,HARMONIA,7.0,,,
1969,Em Cima da Hora,HARMONIA,5.0,,,
1969,Estação Primeira de Mangueira,HARMONIA,10.0,,,
1969,Portela,HARMONIA,7.0,,,
1969,Unidos de Lucas,HARMONIA,4.0,,,
1969,Estácio de Sá,HARMONIA,9.0,,,
1969,Império Serrano,HARMONIA,8.0,,,
1969,Acadêmicos do Salgueiro,HARMONIA,9.0,,,
1969,Unidos de Vila Isabel,HARMONIA,7.0,,,
1969,Mocidade Independente de Padre Miguel,HARMONIA,6.0,,,
1969,Imperatriz Leopoldinense,LETRA,8.0,,,
1969,Em Cima da Hora,LETRA,8.0,,,
1969,Estação Primeira de Mangueira,LETRA,10.0,,,
1969,Portela,LETRA,9.0,,,
1969,Unidos de Lucas,LETRA,8.0,,,
1969,Estácio de Sá,LETRA,9.0,,,
1969,Império Serrano,LETRA,9.0,,,
1969,Acadêmicos do Salgueiro,LETRA,9.0,,,
1969,Unidos de Vila Isabel,LETRA,10.0,,,
1969,Mocidade Independente de Padre Miguel,LETRA,8.0,,,
1969,Imperatriz Leopoldinense,MELODIA,6.0,,,
1969,Em Cima da Hora,MELODIA,6.0,,,
1969,Estação Primeira de Mangueira,MELODIA,10.0,,,
1969,Portela,MELODIA,7.0,,,
1969,Unidos de Lucas,MELODIA,6.0,,,
1969,Estácio de Sá,MELODIA,9.0,,,
1969,Império Serrano,MELODIA,9.0,,,
1969,Acadêmicos do Salgueiro,MELODIA,10.0,,,
1969,Unidos de Vila Isabel,MELODIA,9.0,,,
1969,Mocidade Independente de Padre Miguel,MELODIA,6.0,,,
1969,Imperatriz Leopoldinense,MESTRE-SALA,10.0,,,
1969,Em Cima da Hora,MESTRE-SALA,7.0,,,
1969,Estação Primeira de Mangueira,MESTRE-SALA,10.0,,,
1969,Portela,MESTRE-SALA,10.0,,,
1969,Unidos de Lucas,MESTRE-SALA,10.0,,,
1969,Estácio de Sá,MESTRE-SALA,6.0,,,
1969,Império Serrano,MESTRE-SALA,8.0,,,
1969,Acadêmicos do Salgueiro,MESTRE-SALA,10.0,,,
1969,Unidos de Vila Isabel,MESTRE-SALA,6.0,,,
1969,Mocidade Independente de Padre Miguel,MESTRE-SALA,7.0,,,
1969,Imperatriz Leopoldinense,PORTA-BANDEIRA,10.0,,,
1969,Em Cima da Hora,PORTA-BANDEIRA,6.0,,,
1969,Estação Primeira de Mangueira,PORTA-BANDEIRA,10.0,,,
1969,Portela,PORTA-BANDEIRA,10.0,,,
1969,Unidos de Lucas,PORTA-BANDEIRA,8.0,,,
1969,Estácio de Sá,PORTA-BANDEIRA,6.0,,,
1969,Império Serrano,PORTA-BANDEIRA,8.0,,,
1969,Acadêmicos do Salgueiro,PORTA-BANDEIRA,10.0,,,
1969,Unidos de Vila Isabel,PORTA-BANDEIRA,6.0,,,
1969,Mocidade Independente de Padre Miguel,PORTA-BANDEIRA,7.0,,,
1970,Unidos do Jacarezinho,ALEGORIAS,2.0,,,
1970,Acadêmicos de Santa Cruz,ALEGORIAS,2.0,,,
1970,Mocidade Independente de Padre Miguel,ALEGORIAS,3.0,,,
1970,Império Serrano,ALEGORIAS,2.0,,,
1970,Estácio de Sá,ALEGORIAS,2.0,,,
1970,Imperatriz Leopoldinense,ALEGORIAS,3.0,,,
1970,Acadêmicos do Salgueiro,ALEGORIAS,3.0,,,
1970,Estação Primeira de Mangueira,ALEGORIAS,4.0,,,
1970,Unidos de Vila Isabel,ALEGORIAS,4.0,,,
1970,Portela,ALEGORIAS,5.0,,,
1970,Unidos do Jacarezinho,BATERIA,6.0,,,
1970,Acadêmicos de Santa Cruz,BATERIA,7.0,,,
1970,Mocidade Independente de Padre Miguel,BATERIA,10.0,,,
1970,Império Serrano,BATERIA,9.0,,,
1970,Estácio de Sá,BATERIA,8.0,,,
1970,Imperatriz Leopoldinense,BATERIA,8.0,,,
1970,Acadêmicos do Salgueiro,BATERIA,10.0,,,
1970,Estação Primeira de Mangueira,BATERIA,9.0,,,
1970,Unidos de Vila Isabel,BATERIA,8.0,,,
1970,Portela,BATERIA,10.0,,,
1970,Unidos do Jacarezinho,CONJUNTO,4.0,,,
1970,Acadêmicos de Santa Cruz,CONJUNTO,3.0,,,
1970,Mocidade Independente de Padre Miguel,CONJUNTO,6.0,,,
1970,Império Serrano,CONJUNTO,7.0,,,
1970,Estácio de Sá,CONJUNTO,7.0,,,
1970,Imperatriz Leopoldinense,CONJUNTO,5.0,,,
1970,Acadêmicos do Salgueiro,CONJUNTO,8.0,,,
1970,Estação Primeira de Mangueira,CONJUNTO,6.0,,,
1970,Unidos de Vila Isabel,CONJUNTO,7.0,,,
1970,Portela,CONJUNTO,8.0,,,
1970,Unidos do Jacarezinho,CRONOMETRAGEM,10.0,,,
1970,Acadêmicos de Santa Cruz,CRONOMETRAGEM,0.0,,,
1970,Mocidade Independente de Padre Miguel,CRONOMETRAGEM,10.0,,,
1970,Império Serrano,CRONOMETRAGEM,0.0,,,
1970,Estácio de Sá,CRONOMETRAGEM,10.0,,,
1970,Imperatriz Leopoldinense,CRONOMETRAGEM,10.0,,,
1970,Acadêmicos do Salgueiro,CRONOMETRAGEM,10.0,,,
1970,Estação Primeira de Mangueira,CRONOMETRAGEM,10.0,,,
1970,Unidos de Vila Isabel,CRONOMETRAGEM,10.0,,,
1970,Portela,CRONOMETRAGEM,10.0,,,
1970,Unidos do Jacarezinho,DESFILE DE QUALIDADE,1.0,,,
1970,Acadêmicos de Santa Cruz,DESFILE DE QUALIDADE,1.0,,,
1970,Mocidade Independente de Padre Miguel,DESFILE DE QUALIDADE,3.0,,,
1970,Império Serrano,DESFILE DE QUALIDADE,2.0,,,
1970,Estácio de Sá,DESFILE DE QUALIDADE,3.0,,,
1970,Imperatriz Leopoldinense,DESFILE DE QUALIDADE,1.0,,,
1970,Acadêmicos do Salgueiro,DESFILE DE QUALIDADE,4.0,,,
1970,Estação Primeira de Mangueira,DESFILE DE QUALIDADE,4.0,,,
1970,Unidos de Vila Isabel,DESFILE DE QUALIDADE,4.0,,,
1970,Portela,DESFILE DE QUALIDADE,5.0,,,
1970,Unidos do Jacarezinho,ENREDO,3.0,,,
1970,Acadêmicos de Santa Cruz,ENREDO,3.0,,,
1970,Mocidade Independente de Padre Miguel,ENREDO,8.0,,,
1970,Império Serrano,ENREDO,8.0,,,
1970,Estácio de Sá,ENREDO,7.0,,,
1970,Imperatriz Leopoldinense,ENREDO,8.0,,,
1970,Acadêmicos do Salgueiro,ENREDO,8.0,,,
1970,Estação Primeira de Mangueira,ENREDO,7.0,,,
1970,Unidos de Vila Isabel,ENREDO,6.0,,,
1970,Portela,ENREDO,8.0,,,
1970,Unidos do Jacarezinho,EVOLUÇÃO,4.0,,,
1970,Acadêmicos de Santa Cruz,EVOLUÇÃO,4.0,,,
1970,Mocidade Independente de Padre Miguel,EVOLUÇÃO,7.0,,,
1970,Império Serrano,EVOLUÇÃO,6.0,,,
1970,Estácio de Sá,EVOLUÇÃO,7.0,,,
1970,Imperatriz Leopoldinense,EVOLUÇÃO,5.0,,,
1970,Acadêmicos do Salgueiro,EVOLUÇÃO,8.0,,,
1970,Estação Primeira de Mangueira,EVOLUÇÃO,6.0,,,
1970,Unidos de Vila Isabel,EVOLUÇÃO,8.0,,,
1970,Portela,EVOLUÇÃO,8.0,,,
1970,Unidos do Jacarezinho,FANTASIA E COMISSÃO DE FRENTE,5.0,,,
1970,Acadêmicos de Santa Cruz,FANTASIA E COMISSÃO DE FRENTE,4.0,,,
1970,Mocidade Independente de Padre Miguel,FANTASIA E COMISSÃO DE FRENTE,8.0,,,
1970,Império Serrano,FANTASIA E COMISSÃO DE FRENTE,8.0,,,
1970,Estácio de Sá,FANTASIA E COMISSÃO DE FRENTE,8.0,,,
1970,Imperatriz Leopoldinense,FANTASIA E COMISSÃO DE FRENTE,8.0,,,
1970,Acadêmicos do Salgueiro,FANTASIA E COMISSÃO DE FRENTE,8.0,,,
1970,Estação Primeira de Mangueira,FANTASIA E COMISSÃO DE FRENTE,8.0,,,
1970,Unidos de Vila Isabel,FANTASIA E COMISSÃO DE FRENTE,7.0,,,
1970,Portela,FANTASIA E COMISSÃO DE FRENTE,8.0,,,
1970,Unidos do Jacarezinho,HARMONIA E MELODIA,5.0,,,
1970,Acadêmicos de Santa Cruz,HARMONIA E MELODIA,5.0,,,
1970,Mocidade Independente de Padre Miguel,HARMONIA E MELODIA,7.0,,,
1970,Império Serrano,HARMONIA E MELODIA,7.0,,,
1970,Estácio de Sá,HARMONIA E MELODIA,6.0,,,
1970,Imperatriz Leopoldinense,HARMONIA E MELODIA,8.0,,,
1970,Acadêmicos do Salgueiro,HARMONIA E MELODIA,7.0,,,
1970,Estação Primeira de Mangueira,HARMONIA E MELODIA,7.0,,,
1970,Unidos de Vila Isabel,HARMONIA E MELODIA,7.0,,,
1970,Portela,HARMONIA E MELODIA,9.0,,,
1970,Unidos do Jacarezinho,LETRA DO SAMBA,3.0,,,
1970,Acadêmicos de Santa Cruz,LETRA DO SAMBA,3.0,,,
1970,Mocidade Independente de Padre Miguel,LETRA DO SAMBA,7.0,,,
1970,Império Serrano,LETRA DO SAMBA,7.0,,,
1970,Estácio de Sá,LETRA DO SAMBA,5.0,,,
1970,Imperatriz Leopoldinense,LETRA DO SAMBA,8.0,,,
1970,Acadêmicos do Salgueiro,LETRA DO SAMBA,8.0,,,
1970,Estação Primeira de Mangueira,LETRA DO SAMBA,8.0,,,
1970,Unidos de Vila Isabel,LETRA DO SAMBA,6.0,,,
1970,Portela,LETRA DO SAMBA,7.0,,,
1970,Unidos do Jacarezinho,MESTRE-SALA E PORTA-BANDEIRA,6.0,,,
1970,Acadêmicos de Santa Cruz,MESTRE-SALA E PORTA-BANDEIRA,5.0,,,
1970,Mocidade Independente de Padre Miguel,MESTRE-SALA E PORTA-BANDEIRA,9.0,,,
1970,Império Serrano,MESTRE-SALA E PORTA-BANDEIRA,9.0,,,
1970,Estácio de Sá,MESTRE-SALA E PORTA-BANDEIRA,9.0,,,
1970,Imperatriz Leopoldinense,MESTRE-SALA E PORTA-BANDEIRA,10.0,,,
1970,Acadêmicos do Salgueiro,MESTRE-SALA E PORTA-BANDEIRA,9.0,,,
1970,Estação Primeira de Mangueira,MESTRE-SALA E PORTA-BANDEIRA,10.0,,,
1970,Unidos de Vila Isabel,MESTRE-SALA E PORTA-BANDEIRA,10.0,,,
1970,Portela,MESTRE-SALA E PORTA-BANDEIRA,10.0,,,
1971,Unidos de Padre Miguel,ALEGORIAS,5.0,,,
1971,Império da Tijuca,ALEGORIAS,8.0,,,
1971,Estácio de Sá,ALEGORIAS,7.0,,,
1971,Acadêmicos do Salgueiro,ALEGORIAS,10.0,,,
1971,Imperatriz Leopoldinense,ALEGORIAS,7.0,,,
1971,Estação Primeira de Mangueira,ALEGORIAS,7.0,,,
1971,Mocidade Independente de Padre Miguel,ALEGORIAS,7.0,,,
1971,Unidos de Vila Isabel,ALEGORIAS,8.0,,,
1971,Império Serrano,ALEGORIAS,9.0,,,
1971,Portela,ALEGORIAS,8.0,,,
1971,Unidos de Padre Miguel,BATERIA,7.0,,,
1971,Império da Tijuca,BATERIA,6.0,,,
1971,Estácio de Sá,BATERIA,9.0,,,
1971,Acadêmicos do Salgueiro,BATERIA,9.0,,,
1971,Imperatriz Leopoldinense,BATERIA,8.0,,,
1971,Estação Primeira de Mangueira,BATERIA,9.0,,,
1971,Mocidade Independente de Padre Miguel,BATERIA,10.0,,,
1971,Unidos de Vila Isabel,BATERIA,8.0,,,
1971,Império Serrano,BATERIA,9.0,,,
1971,Portela,BATERIA,9.0,,,
1971,Unidos de Padre Miguel,COMISSÃO DE FRENTE,4.0,,,
1971,Império da Tijuca,COMISSÃO DE FRENTE,5.0,,,
1971,Estácio de Sá,COMISSÃO DE FRENTE,8.0,,,
1971,Acadêmicos do Salgueiro,COMISSÃO DE FRENTE,10.0,,,
1971,Imperatriz Leopoldinense,COMISSÃO DE FRENTE,8.0,,,
1971,Estação Primeira de Mangueira,COMISSÃO DE FRENTE,10.0,,,
1971,Mocidade Independente de Padre Miguel,COMISSÃO DE FRENTE,3.0,,,
1971,Unidos de Vila Isabel,COMISSÃO DE FRENTE,5.0,,,
1971,Império Serrano,COMISSÃO DE FRENTE,5.0,,,
1971,Portela,COMISSÃO DE FRENTE,6.0,,,
1971,Unidos de Padre Miguel,CONJUNTO,7.0,,,
1971,Império da Tijuca,CONJUNTO,9.0,,,
1971,Estácio de Sá,CONJUNTO,10.0,,,
1971,Acadêmicos do Salgueiro,CONJUNTO,10.0,,,
1971,Imperatriz Leopoldinense,CONJUNTO,8.0,,,
1971,Estação Primeira de Mangueira,CONJUNTO,10.0,,,
1971,Mocidade Independente de Padre Miguel,CONJUNTO,7.0,,,
1971,Unidos de Vila Isabel,CONJUNTO,10.0,,,
1971,Império Serrano,CONJUNTO,10.0,,,
1971,Portela,CONJUNTO,10.0,,,
1971,Unidos de Padre Miguel,CRONOMETRAGEM,10.0,,,
1971,Império da Tijuca,CRONOMETRAGEM,10.0,,,
1971,Estácio de Sá,CRONOMETRAGEM,10.0,,,
1971,Acadêmicos do Salgueiro,CRONOMETRAGEM,10.0,,,
1971,Imperatriz Leopoldinense,CRONOMETRAGEM,10.0,,,
1971,Estação Primeira de Mangueira,CRONOMETRAGEM,10.0,,,
1971,Mocidade Independente de Padre Miguel,CRONOMETRAGEM,10.0,,,
1971,Unidos de Vila Isabel,CRONOMETRAGEM,10.0,,,
1971,Império Serrano,CRONOMETRAGEM,10.0,,,
1971,Portela,CRONOMETRAGEM,10.0,,,
1971,Unidos de Padre Miguel,DESFILE DE QUALIDADE,7.0,,,
1971,Império da Tijuca,DESFILE DE QUALIDADE,7.0,,,
1971,Estácio de Sá,DESFILE DE QUALIDADE,8.0,,,
1971,Acadêmicos do Salgueiro,DESFILE DE QUALIDADE,10.0,,,
1971,Imperatriz Leopoldinense,DESFILE DE QUALIDADE,7.0,,,
1971,Estação Primeira de Mangueira,DESFILE DE QUALIDADE,6.0,,,
1971,Mocidade Independente de Padre Miguel,DESFILE DE QUALIDADE,8.0,,,
1971,Unidos de Vila Isabel,DESFILE DE QUALIDADE,10.0,,,
1971,Império Serrano,DESFILE DE QUALIDADE,10.0,,,
1971,Portela,DESFILE DE QUALIDADE,10.0,,,
1971,Unidos de Padre Miguel,ENREDO,5.0,,,
1971,Império da Tijuca,ENREDO,8.0,,,
1971,Estácio de Sá,ENREDO,7.0,,,
