ano,escola,tipo,jurado_1,jurado_2,jurado_3,jurado_4
1996,Caprichosos de Pilares,ENREDO,9.5,8.5,10.0,9.0
1996,Acadêmicos do Salgueiro,ENREDO,10.0,10.0,10.0,10.0
1996,União da Ilha do Governador,ENREDO,9.5,9.5,10.0,8.5
1996,Portela,ENREDO,8.5,10.0,10.0,9.5
1996,Unidos do Viradouro,ENREDO,10.0,9.5,9.5,9.5
1996,Mocidade Independente de Padre Miguel,ENREDO,10.0,10.0,10.0,10.0
1996,Unidos da Ponte,ENREDO,8.5,8.5,7.5,7.0
1996,Unidos do Porto da Pedra,ENREDO,10.0,10.0,10.0,8.5
1996,Império Serrano,ENREDO,10.0,10.0,10.0,10.0
1996,Estácio de Sá,ENREDO,9.0,8.0,10.0,8.5
1996,Unidos da Tijuca,ENREDO,9.5,9.0,10.0,9.5
1996,Unidos de Vila Isabel,ENREDO,10.0,9.5,9.0,10.0
1996,Imperatriz Leopoldinense,ENREDO,9.5,10.0,10.0,10.0
1996,Beija-Flor de Nilópolis,ENREDO,8.5,10.0,10.0,10.0
1996,Tradição,ENREDO,7.0,8.5,8.0,8.0
1996,Estação Primeira de Mangueira,ENREDO,9.5,10.0,10.0,10.0
1996,Império da Tijuca,EVOLUÇÃO,8.0,9.0,8.0,8.0
1996,Acadêmicos do Grande Rio,EVOLUÇÃO,10.0,9.5,9.5,8.0
1996,Caprichosos de Pilares,EVOLUÇÃO,9.0,8.5,9.5,10.0
1996,Acadêmicos do Salgueiro,EVOLUÇÃO,8.0,9.5,10.0,10.0
1996,União da Ilha do Governador,EVOLUÇÃO,8.0,9.0,9.5,7.0
1996,Portela,EVOLUÇÃO,9.0,9.5,10.0,9.5
1996,Unidos do Viradouro,EVOLUÇÃO,10.0,8.5,9.0,9.0
1996,Mocidade Independente de Padre Miguel,EVOLUÇÃO,10.0,10.0,10.0,10.0
1996,Unidos da Ponte,EVOLUÇÃO,8.0,8.0,8.0,9.0
1996,Unidos do Porto da Pedra,EVOLUÇÃO,8.5,9.0,9.5,9.0
1996,Império Serrano,EVOLUÇÃO,10.0,10.0,10.0,10.0
1996,Estácio de Sá,EVOLUÇÃO,9.0,9.0,10.0,8.5
1996,Unidos da Tijuca,EVOLUÇÃO,8.5,8.5,10.0,9.0
1996,Unidos de Vila Isabel,EVOLUÇÃO,9.0,9.5,10.0,10.0
1996,Imperatriz Leopoldinense,EVOLUÇÃO,8.5,9.5,10.0,10.0
1996,Beija-Flor de Nilópolis,EVOLUÇÃO,10.0,10.0,9.5,10.0
1996,Tradição,EVOLUÇÃO,8.5,8.5,10.0,9.5
1996,Estação Primeira de Mangueira,EVOLUÇÃO,9.0,10.0,10.0,10.0
1996,Império da Tijuca,FANTASIAS,8.0,7.5,8.0,8.5
1996,Acadêmicos do Grande Rio,FANTASIAS,8.0,9.0,10.0,9.5
1996,Caprichosos de Pilares,FANTASIAS,9.0,9.0,10.0,10.0
1996,Acadêmicos do Salgueiro,FANTASIAS,8.5,10.0,10.0,10.0
1996,União da Ilha do Governador,FANTASIAS,10.0,9.5,9.5,8.0
1996,Portela,FANTASIAS,9.0,10.0,10.0,9.5
1996,Unidos do Viradouro,FANTASIAS,10.0,8.5,10.0,10.0
1996,Mocidade Independente de Padre Miguel,FANTASIAS,9.5,10.0,10.0,10.0
1996,Unidos da Ponte,FANTASIAS,7.5,7.0,7.0,7.5
1996,Unidos do Porto da Pedra,FANTASIAS,9.0,10.0,10.0,9.0
1996,Império Serrano,FANTASIAS,9.0,10.0,10.0,9.5
1996,Estácio de Sá,FANTASIAS,9.5,9.5,9.5,8.5
1996,Unidos da Tijuca,FANTASIAS,9.0,10.0,8.5,9.0
1996,Unidos de Vila Isabel,FANTASIAS,10.0,9.5,9.0,9.5
1996,Imperatriz Leopoldinense,FANTASIAS,10.0,10.0,10.0,10.0
1996,Beija-Flor de Nilópolis,FANTASIAS,9.5,10.0,10.0,10.0
1996,Tradição,FANTASIAS,8.0,9.5,9.0,9.0
1996,Estação Primeira de Mangueira,FANTASIAS,9.0,9.0,10.0,9.0
1996,Império da Tijuca,HARMONIA,9.0,8.5,8.5,9.0
1996,Acadêmicos do Grande Rio,HARMONIA,10.0,9.0,10.0,8.5
1996,Caprichosos de Pilares,HARMONIA,9.5,9.0,10.0,10.0
1996,Acadêmicos do Salgueiro,HARMONIA,10.0,10.0,10.0,10.0
1996,União da Ilha do Governador,HARMONIA,10.0,9.5,10.0,8.5
1996,Portela,HARMONIA,10.0,10.0,10.0,10.0
1996,Unidos do Viradouro,HARMONIA,10.0,9.5,9.5,9.5
1996,Mocidade Independente de Padre Miguel,HARMONIA,10.0,10.0,9.5,10.0
1996,Unidos da Ponte,HARMONIA,10.0,8.5,9.5,9.0
1996,Unidos do Porto da Pedra,HARMONIA,10.0,10.0,9.5,9.5
1996,Império Serrano,HARMONIA,10.0,10.0,10.0,10.0
1996,Estácio de Sá,HARMONIA,9.5,10.0,10.0,10.0
1996,Unidos da Tijuca,HARMONIA,10.0,10.0,10.0,10.0
1996,Unidos de Vila Isabel,HARMONIA,10.0,9.5,10.0,10.0
1996,Imperatriz Leopoldinense,HARMONIA,10.0,10.0,10.0,10.0
1996,Beija-Flor de Nilópolis,HARMONIA,10.0,9.5,10.0,10.0
1996,Tradição,HARMONIA,10.0,9.0,10.0,10.0
1996,Estação Primeira de Mangueira,HARMONIA,10.0,10.0,10.0,10.0
1996,Império da Tijuca,MESTRE-SALA E PORTA-BANDEIRA,9.0,10.0,9.0,10.0
1996,Acadêmicos do Grande Rio,MESTRE-SALA E PORTA-BANDEIRA,9.5,9.5,8.5,9.0
1996,Caprichosos de Pilares,MESTRE-SALA E PORTA-BANDEIRA,9.5,10.0,10.0,10.0
1996,Acadêmicos do Salgueiro,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1996,União da Ilha do Governador,MESTRE-SALA E PORTA-BANDEIRA,9.5,10.0,9.0,10.0
1996,Portela,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1996,Unidos do Viradouro,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,9.0,10.0
1996,Mocidade Independente de Padre Miguel,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1996,Unidos da Ponte,MESTRE-SALA E PORTA-BANDEIRA,8.5,8.0,7.0,9.5
1996,Unidos do Porto da Pedra,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,8.5,9.0
1996,Império Serrano,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1996,Estácio de Sá,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1996,Unidos da Tijuca,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,8.0,10.0
1996,Unidos de Vila Isabel,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1996,Imperatriz Leopoldinense,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1996,Beija-Flor de Nilópolis,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1996,Tradição,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,9.0
1996,Estação Primeira de Mangueira,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1996,Império da Tijuca,SAMBA DE ENREDO,8.0,9.0,8.0,9.5
1996,Acadêmicos do Grande Rio,SAMBA DE ENREDO,10.0,9.5,10.0,10.0
1996,Caprichosos de Pilares,SAMBA DE ENREDO,9.0,8.5,9.5,8.5
1996,Acadêmicos do Salgueiro,SAMBA DE ENREDO,8.0,10.0,10.0,10.0
1996,União da Ilha do Governador,SAMBA DE ENREDO,9.0,10.0,8.5,8.5
1996,Portela,SAMBA DE ENREDO,9.5,10.0,10.0,9.5
1996,Unidos do Viradouro,SAMBA DE ENREDO,9.0,10.0,10.0,8.5
1996,Mocidade Independente de Padre Miguel,SAMBA DE ENREDO,9.5,10.0,10.0,10.0
1996,Unidos da Ponte,SAMBA DE ENREDO,6.0,9.0,8.0,8.5
1996,Unidos do Porto da Pedra,SAMBA DE ENREDO,10.0,10.0,10.0,9.5
1996,Império Serrano,SAMBA DE ENREDO,10.0,10.0,10.0,10.0
1996,Estácio de Sá,SAMBA DE ENREDO,9.0,10.0,10.0,10.0
1996,Unidos da Tijuca,SAMBA DE ENREDO,9.0,10.0,10.0,9.5
1996,Unidos de Vila Isabel,SAMBA DE ENREDO,9.0,9.5,10.0,9.5
1996,Imperatriz Leopoldinense,SAMBA DE ENREDO,10.0,10.0,10.0,10.0
1996,Beija-Flor de Nilópolis,SAMBA DE ENREDO,10.0,10.0,10.0,10.0
1996,Tradição,SAMBA DE ENREDO,6.0,10.0,9.0,8.5
1996,Estação Primeira de Mangueira,SAMBA DE ENREDO,9.5,10.0,10.0,10.0
1997,Acadêmicos da Rocinha,ALEGORIAS E ADEREÇOS,9.0,8.0,7.5,8.5
1997,Unidos da Tijuca,ALEGORIAS E ADEREÇOS,9.5,9.0,8.5,9.0
1997,Unidos do Porto da Pedra,ALEGORIAS E ADEREÇOS,9.5,10.0,9.5,10.0
1997,Império Serrano,ALEGORIAS E ADEREÇOS,9.0,8.5,8.5,8.5
1997,Acadêmicos do Grande Rio,ALEGORIAS E ADEREÇOS,10.0,9.0,9.5,10.0
1997,Estação Primeira de Mangueira,ALEGORIAS E ADEREÇOS,9.5,10.0,9.0,9.5
1997,Imperatriz Leopoldinense,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
1997,Acadêmicos do Salgueiro,ALEGORIAS E ADEREÇOS,9.5,9.0,9.5,9.5
1997,Acadêmicos de Santa Cruz,ALEGORIAS E ADEREÇOS,9.0,9.5,7.5,8.5
1997,Unidos do Viradouro,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
1997,União da Ilha do Governador,ALEGORIAS E ADEREÇOS,9.0,8.5,8.0,8.5
1997,Estácio de Sá,ALEGORIAS E ADEREÇOS,9.0,8.5,8.0,9.0
1997,Mocidade Independente de Padre Miguel,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
1997,Portela,ALEGORIAS E ADEREÇOS,9.5,9.5,8.5,9.5
1997,Beija-Flor de Nilópolis,ALEGORIAS E ADEREÇOS,10.0,10.0,9.5,10.0
1997,Unidos de Vila Isabel,ALEGORIAS E ADEREÇOS,9.5,9.0,8.5,9.0
1997,Acadêmicos da Rocinha,BATERIA,9.0,10.0,8.0,10.0
1997,Unidos da Tijuca,BATERIA,10.0,9.0,9.0,8.5
1997,Unidos do Porto da Pedra,BATERIA,9.5,10.0,10.0,9.5
1997,Império Serrano,BATERIA,9.0,10.0,9.0,9.5
1997,Acadêmicos do Grande Rio,BATERIA,9.0,9.5,9.0,9.0
1997,Estação Primeira de Mangueira,BATERIA,9.5,10.0,10.0,10.0
1997,Imperatriz Leopoldinense,BATERIA,9.5,9.5,10.0,10.0
1997,Acadêmicos do Salgueiro,BATERIA,10.0,10.0,10.0,10.0
1997,Acadêmicos de Santa Cruz,BATERIA,8.5,10.0,8.0,9.0
1997,Unidos do Viradouro,BATERIA,10.0,10.0,9.0,10.0
1997,União da Ilha do Governador,BATERIA,9.5,10.0,9.0,10.0
1997,Estácio de Sá,BATERIA,10.0,10.0,10.0,10.0
1997,Mocidade Independente de Padre Miguel,BATERIA,9.5,10.0,10.0,10.0
1997,Portela,BATERIA,10.0,9.5,10.0,8.0
1997,Beija-Flor de Nilópolis,BATERIA,9.5,10.0,10.0,10.0
1997,Unidos de Vila Isabel,BATERIA,9.5,10.0,9.0,10.0
1997,Acadêmicos da Rocinha,COMISSÃO DE FRENTE,8.5,8.5,9.0,9.0
1997,Unidos da Tijuca,COMISSÃO DE FRENTE,10.0,9.5,10.0,9.0
1997,Unidos do Porto da Pedra,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1997,Império Serrano,COMISSÃO DE FRENTE,9.5,9.5,9.5,9.5
1997,Acadêmicos do Grande Rio,COMISSÃO DE FRENTE,9.0,9.5,9.0,9.5
1997,Estação Primeira de Mangueira,COMISSÃO DE FRENTE,10.0,9.5,10.0,10.0
1997,Imperatriz Leopoldinense,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1997,Acadêmicos do Salgueiro,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1997,Acadêmicos de Santa Cruz,COMISSÃO DE FRENTE,9.5,9.5,10.0,9.0
1997,Unidos do Viradouro,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1997,União da Ilha do Governador,COMISSÃO DE FRENTE,9.0,9.5,9.0,9.0
1997,Estácio de Sá,COMISSÃO DE FRENTE,7.5,9.0,9.0,9.0
1997,Mocidade Independente de Padre Miguel,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1997,Portela,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1997,Beija-Flor de Nilópolis,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1997,Unidos de Vila Isabel,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1997,Acadêmicos da Rocinha,ENREDO,8.5,8.0,8.5,8.5
1997,Unidos da Tijuca,ENREDO,10.0,9.5,10.0,10.0
1997,Unidos do Porto da Pedra,ENREDO,10.0,9.5,10.0,10.0
1997,Império Serrano,ENREDO,9.0,8.55,9.0,8.5
1997,Acadêmicos do Grande Rio,ENREDO,10.0,8.0,10.0,9.0
1997,Estação Primeira de Mangueira,ENREDO,10.0,10.0,10.0,9.0
1997,Imperatriz Leopoldinense,ENREDO,10.0,10.0,10.0,10.0
1997,Acadêmicos do Salgueiro,ENREDO,10.0,9.0,10.0,9.5
1997,Acadêmicos de Santa Cruz,ENREDO,8.5,9.0,9.5,8.5
1997,Unidos do Viradouro,ENREDO,10.0,10.0,10.0,10.0
1997,União da Ilha do Governador,ENREDO,9.5,8.5,10.0,9.0
1997,Estácio de Sá,ENREDO,8.5,8.5,9.0,9.0
1997,Mocidade Independente de Padre Miguel,ENREDO,10.0,10.0,10.0,10.0
1997,Portela,ENREDO,10.0,9.5,10.0,9.0
1997,Beija-Flor de Nilópolis,ENREDO,10.0,10.0,10.0,10.0
1997,Unidos de Vila Isabel,ENREDO,10.0,9.0,10.0,10.0
1997,Acadêmicos da Rocinha,EVOLUÇÃO,8.0,8.0,8.5,8.5
1997,Unidos da Tijuca,EVOLUÇÃO,9.5,9.5,9.0,9.5
1997,Unidos do Porto da Pedra,EVOLUÇÃO,10.0,10.0,9.5,10.0
1997,Império Serrano,EVOLUÇÃO,9.0,9.0,9.0,10.0
1997,Acadêmicos do Grande Rio,EVOLUÇÃO,8.0,8.5,9.5,9.5
1997,Estação Primeira de Mangueira,EVOLUÇÃO,10.0,10.0,10.0,8.5
1997,Imperatriz Leopoldinense,EVOLUÇÃO,9.5,9.0,10.0,9.5
1997,Acadêmicos do Salgueiro,EVOLUÇÃO,10.0,9.0,9.5,10.0
1997,Acadêmicos de Santa Cruz,EVOLUÇÃO,8.0,9.5,7.5,10.0
1997,Unidos do Viradouro,EVOLUÇÃO,10.0,10.0,10.0,10.0
1997,União da Ilha do Governador,EVOLUÇÃO,9.0,9.5,8.0,8.5
1997,Estácio de Sá,EVOLUÇÃO,8.0,9.5,8.0,10.0
1997,Mocidade Independente de Padre Miguel,EVOLUÇÃO,10.0,10.0,9.5,10.0
1997,Portela,EVOLUÇÃO,10.0,9.0,9.0,8.5
1997,Beija-Flor de Nilópolis,EVOLUÇÃO,9.5,10.0,8.5,9.5
1997,Unidos de Vila Isabel,EVOLUÇÃO,10.0,10.0,9.0,10.0
1997,Acadêmicos da Rocinha,FANTASIAS,9.0,8.5,8.5,8.5
1997,Unidos da Tijuca,FANTASIAS,9.5,9.5,9.0,9.0
1997,Unidos do Porto da Pedra,FANTASIAS,10.0,10.0,10.0,9.5
1997,Império Serrano,FANTASIAS,9.5,10.0,9.0,9.0
1997,Acadêmicos do Grande Rio,FANTASIAS,10.0,9.5,9.5,9.5
1997,Estação Primeira de Mangueira,FANTASIAS,10.0,10.0,10.0,9.5
1997,Imperatriz Leopoldinense,FANTASIAS,10.0,10.0,10.0,9.5
1997,Acadêmicos do Salgueiro,FANTASIAS,10.0,10.0,10.0,9.5
1997,Acadêmicos de Santa Cruz,FANTASIAS,9.5,9.0,9.5,8.5
1997,Unidos do Viradouro,FANTASIAS,10.0,10.0,10.0,10.0
1997,União da Ilha do Governador,FANTASIAS,9.0,10.0,9.5,9.5
1997,Estácio de Sá,FANTASIAS,9.5,9.5,9.0,9.0
1997,Mocidade Independente de Padre Miguel,FANTASIAS,10.0,10.0,10.0,10.0
1997,Portela,FANTASIAS,10.0,9.5,10.0,9.0
1997,Beija-Flor de Nilópolis,FANTASIAS,10.0,10.0,10.0,10.0
1997,Unidos de Vila Isabel,FANTASIAS,9.0,9.5,9.5,9.0
1997,Acadêmicos da Rocinha,HARMONIA,9.0,9.5,9.0,8.0
1997,Unidos da Tijuca,HARMONIA,9.0,10.0,9.0,9.0
1997,Unidos do Porto da Pedra,HARMONIA,9.0,10.0,9.5,9.0
1997,Império Serrano,HARMONIA,9.8,9.5,9.5,8.5
1997,Acadêmicos do Grande Rio,HARMONIA,9.5,9.0,9.5,9.0
1997,Estação Primeira de Mangueira,HARMONIA,10.0,10.0,10.0,9.0
1997,Imperatriz Leopoldinense,HARMONIA,9.5,9.0,10.0,10.0
1997,Acadêmicos do Salgueiro,HARMONIA,10.0,9.5,10.0,9.5
1997,Acadêmicos de Santa Cruz,HARMONIA,8.5,10.0,9.0,9.5
1997,Unidos do Viradouro,HARMONIA,10.0,10.0,10.0,10.0
1997,União da Ilha do Governador,HARMONIA,10.0,9.5,9.5,9.0
1997,Estácio de Sá,HARMONIA,10.0,10.0,10.0,9.5
1997,Mocidade Independente de Padre Miguel,HARMONIA,10.0,9.5,9.5,10.0
1997,Portela,HARMONIA,10.0,9.0,9.5,10.0
1997,Beija-Flor de Nilópolis,HARMONIA,10.0,10.0,10.0,10.0
1997,Unidos de Vila Isabel,HARMONIA,10.0,10.0,10.0,9.0
1997,Acadêmicos da Rocinha,MESTRE-SALA E PORTA-BANDEIRA,9.0,9.0,9.0,9.0
1997,Unidos da Tijuca,MESTRE-SALA E PORTA-BANDEIRA,9.5,9.5,10.0,9.5
1997,Unidos do Porto da Pedra,MESTRE-SALA E PORTA-BANDEIRA,10.0,9.5,10.0,10.0
1997,Império Serrano,MESTRE-SALA E PORTA-BANDEIRA,9.0,10.0,10.0,9.5
1997,Acadêmicos do Grande Rio,MESTRE-SALA E PORTA-BANDEIRA,9.5,10.0,10.0,10.0
1997,Estação Primeira de Mangueira,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1997,Imperatriz Leopoldinense,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1997,Acadêmicos do Salgueiro,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1997,Acadêmicos de Santa Cruz,MESTRE-SALA E PORTA-BANDEIRA,9.0,9.5,9.5,9.0
1997,Unidos do Viradouro,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1997,União da Ilha do Governador,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,9.5,9.0
1997,Estácio de Sá,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,9.0
1997,Mocidade Independente de Padre Miguel,MESTRE-SALA E PORTA-BANDEIRA,10.0,9.0,10.0,10.0
1997,Portela,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,9.5
1997,Beija-Flor de Nilópolis,MESTRE-SALA E PORTA-BANDEIRA,10.0,10.0,10.0,10.0
1997,Unidos de Vila Isabel,MESTRE-SALA E PORTA-BANDEIRA,9.5,9.5,9.5,9.0
1997,Acadêmicos da Rocinha,SAMBA DE ENREDO,8.5,8.0,9.5,8.5
1997,Unidos da Tijuca,SAMBA DE ENREDO,9.0,10.0,9.0,9.0
1997,Unidos do Porto da Pedra,SAMBA DE ENREDO,9.5,10.0,10.0,10.0
1997,Império Serrano,SAMBA DE ENREDO,9.0,9.5,10.0,9.5
1997,Acadêmicos do Grande Rio,SAMBA DE ENREDO,9.5,10.0,9.0,10.0
1997,Estação Primeira de Mangueira,SAMBA DE ENREDO,10.0,9.0,9.5,10.0
1997,Imperatriz Leopoldinense,SAMBA DE ENREDO,10.0,9.5,9.5,10.0
1997,Acadêmicos do Salgueiro,SAMBA DE ENREDO,10.0,9.5,9.5,10.0
1997,Acadêmicos de Santa Cruz,SAMBA DE ENREDO,9.5,10.0,10.0,9.0
1997,Unidos do Viradouro,SAMBA DE ENREDO,10.0,9.5,10.0,10.0
1997,União da Ilha do Governador,SAMBA DE ENREDO,9.5,8.0,8.5,9.5
1997,Estácio de Sá,SAMBA DE ENREDO,9.0,8.0,9.5,9.0
1997,Mocidade Independente de Padre Miguel,SAMBA DE ENREDO,9.5,10.0,10.0,10.0
1997,Portela,SAMBA DE ENREDO,10.0,9.0,10.0,9.5
1997,Beija-Flor de Nilópolis,SAMBA DE ENREDO,9.5,8.0,9.5,10.0
1997,Unidos de Vila Isabel,SAMBA DE ENREDO,9.0,9.0,10.0,9.5
1998,Caprichosos de Pilares,ALEGORIAS E ADEREÇOS,8.0,8.5,9.5,9.0
1998,Acadêmicos do Salgueiro,ALEGORIAS E ADEREÇOS,10.0,9.0,10.0,10.0
1998,Unidos de Vila Isabel,ALEGORIAS E ADEREÇOS,7.0,8.5,9.0,9.0
1998,Acadêmicos do Grande Rio,ALEGORIAS E ADEREÇOS,9.5,9.5,9.5,10.0
1998,Unidos do Porto da Pedra,ALEGORIAS E ADEREÇOS,9.0,8.5,9.5,9.0
1998,Mocidade Independente de Padre Miguel,ALEGORIAS E ADEREÇOS,9.0,9.5,10.0,10.0
1998,Portela,ALEGORIAS E ADEREÇOS,8.5,9.0,9.0,9.5
1998,Tradição,ALEGORIAS E ADEREÇOS,7.0,9.0,9.5,9.0
1998,Estação Primeira de Mangueira,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,9.5
1998,Imperatriz Leopoldinense,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
1998,Unidos do Viradouro,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
1998,Beija-Flor de Nilópolis,ALEGORIAS E ADEREÇOS,10.0,10.0,10.0,10.0
1998,Unidos da Tijuca,ALEGORIAS E ADEREÇOS,9.0,9.0,9.5,10.0
1998,União da Ilha do Governador,ALEGORIAS E ADEREÇOS,9.5,8.0,10.0,9.5
1998,Caprichosos de Pilares,BATERIA,10.0,10.0,10.0,10.0
1998,Acadêmicos do Salgueiro,BATERIA,10.0,10.0,10.0,9.5
1998,Unidos de Vila Isabel,BATERIA,10.0,10.0,10.0,10.0
1998,Acadêmicos do Grande Rio,BATERIA,10.0,10.0,10.0,10.0
1998,Unidos do Porto da Pedra,BATERIA,10.0,10.0,8.0,9.5
1998,Mocidade Independente de Padre Miguel,BATERIA,10.0,10.0,10.0,10.0
1998,Portela,BATERIA,10.0,10.0,10.0,10.0
1998,Tradição,BATERIA,10.0,10.0,10.0,10.0
1998,Estação Primeira de Mangueira,BATERIA,10.0,10.0,10.0,10.0
1998,Imperatriz Leopoldinense,BATERIA,9.5,10.0,10.0,10.0
1998,Unidos do Viradouro,BATERIA,10.0,10.0,8.0,9.5
1998,Beija-Flor de Nilópolis,BATERIA,10.0,10.0,10.0,10.0
1998,Unidos da Tijuca,BATERIA,10.0,10.0,9.0,10.0
1998,União da Ilha do Governador,BATERIA,10.0,10.0,10.0,10.0
1998,Caprichosos de Pilares,COMISSÃO DE FRENTE,10.0,9.5,9.0,10.0
1998,Acadêmicos do Salgueiro,COMISSÃO DE FRENTE,9.0,9.0,10.0,9.0
1998,Unidos de Vila Isabel,COMISSÃO DE FRENTE,9.5,8.5,9.0,9.5
1998,Acadêmicos do Grande Rio,COMISSÃO DE FRENTE,10.0,10.0,9.5,10.0
1998,Unidos do Porto da Pedra,COMISSÃO DE FRENTE,9.0,8.5,9.0,8.0
1998,Mocidade Independente de Padre Miguel,COMISSÃO DE FRENTE,9.5,10.0,10.0,9.5
1998,Portela,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1998,Tradição,COMISSÃO DE FRENTE,10.0,10.0,9.5,10.0
1998,Estação Primeira de Mangueira,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1998,Imperatriz Leopoldinense,COMISSÃO DE FRENTE,10.0,10.0,10.0,10.0
1998,Unidos do Viradouro,COMISSÃO DE FRENTE,10.0,9.5,9.5,10.0
1998,Beija-Flor de Nilópolis,COMISSÃO DE FRENTE,10.0,8.5,10.0,10.0
1998,Unidos da Tijuca,COMISSÃO DE FRENTE,8.0,9.0,9.0,8.0
1998,União da Ilha do Governador,COMISSÃO DE FRENTE,10.0,9.5,9.5,8.5
1998,Caprichosos de Pilares,ENREDO,10.0,9.0,8.5,8.5
1998,Acadêmicos do Salgueiro,ENREDO,10.0,9.0,10.0,9.5
1998,Unidos de Vila Isabel,ENREDO,10.0,7.5,8.0,9.0
1998,Acadêmicos do Grande Rio,ENREDO,8.5,9.0,8.0,8.5
1998,Unidos do Porto da Pedra,ENREDO,9.0,7.5,10.0,8.5
1998,Mocidade Independente de Padre Miguel,ENREDO,9.0,8.5,9.5,9.0
1998,Portela,ENREDO,10.0,10.0,9.0,8.5
1998,Tradição,ENREDO,10.0,7.5,8.0,7.5
1998,Estação Primeira de Mangueira,ENREDO,10.0,10.0,10.0,10.0
1998,Imperatriz Leopoldinense,ENREDO,10.0,10.0,10.0,10.0
1998,Unidos do Viradouro,ENREDO,10.0,10.0,9.5,9.0
1998,Beija-Flor de Nilópolis,ENREDO,10.0,10.0,9.5,10.0
1998,Unidos da Tijuca,ENREDO,8.0,8.5,9.0,8.5
1998,União da Ilha do Governador,ENREDO,10.0,9.0,10.0,10.0
1998,Caprichosos de Pilares,EVOLUÇÃO,9.5,9.5,9.5,9.5
1998,Acadêmicos do Salgueiro,EVOLUÇÃO,10.0,9.0,9.5,10.0
1998,Unidos de Vila Isabel,EVOLUÇÃO,10.0,9.0,8.5,10.0
1998,Acadêmicos do Grande Rio,EVOLUÇÃO,10.0,10.0,9.5,10.0
1998,Unidos do Porto da Pedra,EVOLUÇÃO,9.0,8.0,8.0,9.0
1998,Mocidade Independente de Padre Miguel,EVOLUÇÃO,10.0,9.0,9.5,10.0
1998,Portela,EVOLUÇÃO,9.5,10.0,10.0,9.5
1998,Tradição,EVOLUÇÃO,8.0,7.5,9.0,9.0
1998,Estação Primeira de Mangueira,EVOLUÇÃO,10.0,10.0,10.0,10.0
1998,Imperatriz Leopoldinense,EVOLUÇÃO,10.0,10.0,10.0,10.0
1998,Unidos do Viradouro,EVOLUÇÃO,10.0,10.0,9.5,9.5
1998,Beija-Flor de Nilópolis,EVOLUÇÃO,10.0,10.0,10.0,10.0
1998,Unidos da Tijuca,EVOLUÇÃO,9.0,8.0,8.5,9.0
1998,União da Ilha do Governador,EVOLUÇÃO,9.0,8.0,9.0,10.0
1998,Caprichosos de Pilares,FANTASIAS,9.0,10.0,8.5,9.5
1998,Acadêmicos do Salgueiro,FANTASIAS,9.5,10.0,10.0,10.0
1998,Unidos de Vila Isabel,FANTASIAS,9.0,8.0,8.5,9.0
1998,Acadêmicos do Grande Rio,FANTASIAS,8.5,9.0,10.0,9.5
1998,Unidos do Porto da Pedra,FANTASIAS,8.0,8.0,8.0,8.5
1998,Mocidade Independente de Padre Miguel,FANTASIAS,9.5,10.0,9.5,10.0
1998,Portela,FANTASIAS,10.0,9.5,10.0,10.0
1998,Tradição,FANTASIAS,9.0,9.0,8.5,9.0
